Range Resources Corp,RRC,Jeffrey L. Ventura,http://investing.businessweek.com/research/stocks/people/person.asp?personId=5576609&capId=93030&previousCapId=93030&previousTitle=RANGE%20RESOURCES%20CORP,04-10-2013,03-10-2014
Raytheon Co,RTN,William H. Swanson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=186558&capId=105612&previousCapId=105612&previousTitle=RAYTHEON%20COMPANY,04-10-2013,03-10-2014
Red Hat Inc,RHT,James M. Whitehurst,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1474206&capId=33679&previousCapId=33679&previousTitle=RED%20HAT%20INC,04-10-2013,03-10-2014
Regeneron Pharmaceuticals Inc,REGN,"Leonard S. Schleifer M.D., Ph.D.",http://investing.businessweek.com/research/stocks/people/person.asp?personId=186611&capId=33715&previousCapId=33715&previousTitle=REGENERON%20PHARMACEUTICALS,04-10-2013,03-10-2014
Regions Financial Corp,RF,O. B. Grayson Hall Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=251222&capId=271409&previousCapId=271409&previousTitle=REGIONS%20FINANCIAL%20CORP,04-10-2013,03-10-2014
Republic Services Inc,RSG,Donald W. Slager,http://investing.businessweek.com/research/stocks/people/person.asp?personId=196358&capId=386225&previousCapId=386225&previousTitle=REPUBLIC%20SERVICES%20INC,04-10-2013,03-10-2014
Reynolds American Inc,RAI,Daniel M. Delen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=32631205&capId=399584&previousCapId=399584&previousTitle=REYNOLDS%20AMERICAN%20INC,04-10-2013,03-10-2014
Robert Half Intl Inc,RHI,Harold Max Messmer Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=276705&capId=276703&previousCapId=276703&previousTitle=ROBERT%20HALF%20INTL%20INC,04-10-2013,03-10-2014
Rockwell Automation Inc,ROK,Keith D. Nosbusch,http://investing.businessweek.com/research/stocks/people/person.asp?personId=300530&capId=300504&previousCapId=300504&previousTitle=ROCKWELL%20AUTOMATION%20INC,04-10-2013,03-10-2014
Rockwell Collins,COL,Robert K. Ortberg,http://investing.businessweek.com/research/stocks/people/person.asp?personId=25018923&capId=603843&previousCapId=603843&previousTitle=ROCKWELL%20COLLINS%20INC,04-10-2013,03-10-2014
Roper Industries Inc,ROP,Brian D. Jellison,http://investing.businessweek.com/research/stocks/people/person.asp?personId=280966&capId=22751&previousCapId=22751&previousTitle=ROPER%20INDUSTRIES%20INC,04-10-2013,03-10-2014
Ross Stores Inc,ROST,Michael   Balmuth,http://investing.businessweek.com/research/stocks/people/person.asp?personId=186949&capId=33926&previousCapId=33926&previousTitle=ROSS%20STORES%20INC,04-10-2013,03-10-2014
Rowan Cos Plc,RDC,W. Matt Ralls,http://investing.businessweek.com/research/stocks/people/person.asp?personId=177346&capId=300794&previousCapId=300794&previousTitle=ROWAN%20COMPANIES%20PLC-A,04-10-2013,03-10-2014
Ryder System Inc,R,Robert E. Sanchez,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1745643&capId=33956&previousCapId=33956&previousTitle=RYDER%20SYSTEM%20INC,04-10-2013,03-10-2014
Safeway Inc,SWY,Robert L. Edwards,http://investing.businessweek.com/research/stocks/people/person.asp?personId=213634&capId=33982&previousCapId=33982&previousTitle=SAFEWAY%20INC,04-10-2013,03-10-2014
Salesforce.com,CRM,Marc   Benioff,http://investing.businessweek.com/research/stocks/people/person.asp?personId=595730&capId=122917&previousCapId=122917&previousTitle=SALESFORCE.COM%20INC,04-10-2013,03-10-2014
SanDisk Corp,SNDK,Sanjay   Mehrotra,http://investing.businessweek.com/research/stocks/people/person.asp?personId=209278&capId=34032&previousCapId=34032&previousTitle=SANDISK%20CORP,04-10-2013,03-10-2014
SCANA Corp,SCG,Kevin B. Marsh,http://investing.businessweek.com/research/stocks/people/person.asp?personId=188250&capId=188244&previousCapId=188244&previousTitle=SCANA%20CORP,04-10-2013,03-10-2014
Schlumberger Ltd,SLB,Paal   Kibsgaard,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8218592&capId=301966&previousCapId=301966&previousTitle=SCHLUMBERGER%20LTD,04-10-2013,03-10-2014
Schwab Charles Corp,SCHW,Walter W. Bettinger II,http://investing.businessweek.com/research/stocks/people/person.asp?personId=20820943&capId=34093&previousCapId=34093&previousTitle=SCHWAB%20(CHARLES)%20CORP,04-10-2013,03-10-2014
Scripps Networks Interactive,SNI,Kenneth W. Lowe,http://investing.businessweek.com/research/stocks/people/person.asp?personId=136867&capId=6469353&previousCapId=6469353&previousTitle=SCRIPPS%20NETWORKS%20INTER-CL%20A,04-10-2013,03-10-2014
Seagate Technology,STX,Stephen J. Luczo,http://investing.businessweek.com/research/stocks/people/person.asp?personId=187476&capId=3738520&previousCapId=3738520&previousTitle=SEAGATE%20TECHNOLOGY,04-10-2013,03-10-2014
Sealed Air Corp,SEE,Jerome A. Peribere,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8972189&capId=382724&previousCapId=382724&previousTitle=SEALED%20AIR%20CORP,04-10-2013,03-10-2014
Sempra Energy,SRE,Debra L. Reed,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1091684&capId=120622&previousCapId=120622&previousTitle=SEMPRA%20ENERGY,04-10-2013,03-10-2014
Sherwin-Williams Co,SHW,Christopher M. Connor,http://investing.businessweek.com/research/stocks/people/person.asp?personId=303106&capId=303104&previousCapId=303104&previousTitle=SHERWIN-WILLIAMS%20CO%2FTHE,04-10-2013,03-10-2014
Sigma-Aldrich Corp,SIAL,Rakesh   Sachdev,http://investing.businessweek.com/research/stocks/people/person.asp?personId=6424957&capId=303397&previousCapId=303397&previousTitle=SIGMA-ALDRICH,04-10-2013,03-10-2014
Simon Property Group,SPG,David E. Simon,http://investing.businessweek.com/research/stocks/people/person.asp?personId=163663&capId=34378&previousCapId=34378&previousTitle=SIMON%20PROPERTY%20GROUP%20INC,04-10-2013,03-10-2014
SLM Corp,SLM,John F. Remondi,http://investing.businessweek.com/research/stocks/people/person.asp?personId=752741&capId=301714&previousCapId=301714&previousTitle=SLM%20CORP,04-10-2013,03-10-2014
Smucker J.M. Co,SJM,Richard K. Smucker,http://investing.businessweek.com/research/stocks/people/person.asp?personId=303596&capId=303591&previousCapId=303591&previousTitle=JM%20SMUCKER%20CO%2FTHE,04-10-2013,03-10-2014
Snap On Inc,SNA,Nicholas T. Pinchuk,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2508270&capId=303646&previousCapId=303646&previousTitle=SNAP-ON%20INC,04-10-2013,03-10-2014
Southern Co,SO,Thomas A. Fanning,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4905664&capId=120623&previousCapId=120623&previousTitle=SOUTHERN%20CO%2FTHE,04-10-2013,03-10-2014
Southwest Airlines Co,LUV,Gary C. Kelly,http://investing.businessweek.com/research/stocks/people/person.asp?personId=187856&capId=31726&previousCapId=31726&previousTitle=SOUTHWEST%20AIRLINES%20CO,04-10-2013,03-10-2014
Southwestern Energy Co,SWN,Steven L. Mueller,http://investing.businessweek.com/research/stocks/people/person.asp?personId=348311&capId=304260&previousCapId=304260&previousTitle=SOUTHWESTERN%20ENERGY%20CO,04-10-2013,03-10-2014
Spectra Energy Corp,SE,Gregory L. Ebel,http://investing.businessweek.com/research/stocks/people/person.asp?personId=314005&capId=610501&previousCapId=610501&previousTitle=SPECTRA%20ENERGY%20CORP,04-10-2013,03-10-2014
St Jude Medical Inc,STJ,Daniel J. Starks,http://investing.businessweek.com/research/stocks/people/person.asp?personId=301675&capId=301667&previousCapId=301667&previousTitle=ST%20JUDE%20MEDICAL%20INC,04-10-2013,03-10-2014
Stanley Black & Decker,SWK,John F. Lundgren,http://investing.businessweek.com/research/stocks/people/person.asp?personId=179737&capId=304977&previousCapId=304977&previousTitle=STANLEY%20BLACK%20%26%20DECKER%20INC,04-10-2013,03-10-2014
Staples Inc,SPLS,Ronald L. Sargent,http://investing.businessweek.com/research/stocks/people/person.asp?personId=165310&capId=34740&previousCapId=34740&previousTitle=STAPLES%20INC,04-10-2013,03-10-2014
Starbucks Corp,SBUX,Howard D. Schultz,http://investing.businessweek.com/research/stocks/people/person.asp?personId=194300&capId=34745&previousCapId=34745&previousTitle=STARBUCKS%20CORP,04-10-2013,03-10-2014
Starwood Hotel & Resort World,HOT,Frits D. van Paasschen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=505740&capId=341584&previousCapId=341584&previousTitle=STARWOOD%20HOTELS%20%26%20RESORTS,04-10-2013,03-10-2014
State Street Corp,STT,Joseph L. Hooley,http://investing.businessweek.com/research/stocks/people/person.asp?personId=6246556&capId=188785&previousCapId=188785&previousTitle=STATE%20STREET%20CORP,04-10-2013,03-10-2014
Stericycle Inc,SRCL,Charles A. Alutto,http://investing.businessweek.com/research/stocks/people/person.asp?personId=126951543&capId=34780&previousCapId=34780&previousTitle=STERICYCLE%20INC,04-10-2013,03-10-2014
Stryker Corp,SYK,Kevin A. Lobo,http://investing.businessweek.com/research/stocks/people/person.asp?personId=130986476&capId=94614&previousCapId=94614&previousTitle=STRYKER%20CORP,04-10-2013,03-10-2014
SunTrust Banks Inc (GA),STI,William Henry Rogers Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1202369&capId=305901&previousCapId=305901&previousTitle=SUNTRUST%20BANKS%20INC,04-10-2013,03-10-2014
Symantec Corp,SYMC,Stephen M. Bennett,http://investing.businessweek.com/research/stocks/people/person.asp?personId=132129&capId=35000&previousCapId=35000&previousTitle=SYMANTEC%20CORP,04-10-2013,03-10-2014
Sysco Corp,SYY,William J. DeLaney III,http://investing.businessweek.com/research/stocks/people/person.asp?personId=13447293&capId=189096&previousCapId=189096&previousTitle=SYSCO%20CORP,04-10-2013,03-10-2014
T Rowe Price Group Inc,TROW,James Aloysius Charles Kennedy CFA,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22073657&capId=23217&previousCapId=23217&previousTitle=T%20ROWE%20PRICE%20GROUP%20INC,04-10-2013,03-10-2014
Target Corp,TGT,Gregg W. Steinhafel,http://investing.businessweek.com/research/stocks/people/person.asp?personId=174446&capId=174438&previousCapId=174438&previousTitle=TARGET%20CORP,04-10-2013,03-10-2014
TE Connectivity Ltd.,TEL,Thomas J. Lynch,http://investing.businessweek.com/research/stocks/people/person.asp?personId=423256&capId=8106523&previousCapId=8106523&previousTitle=TE%20CONNECTIVITY%20LTD,04-10-2013,03-10-2014
TECO Energy Inc,TE,John B. Ramil,http://investing.businessweek.com/research/stocks/people/person.asp?personId=306602&capId=306596&previousCapId=306596&previousTitle=TECO%20ENERGY%20INC,04-10-2013,03-10-2014
Tenet Healthcare,THC,Trevor   Fetter,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2702506&capId=107911&previousCapId=107911&previousTitle=TENET%20HEALTHCARE%20CORP,04-10-2013,03-10-2014
Teradata Corp,TDC,Michael F. Koehler,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4913626&capId=97999&previousCapId=97999&previousTitle=TERADATA%20CORP,04-10-2013,03-10-2014
Tesoro Corp,TSO,Gregory J. Goff,http://investing.businessweek.com/research/stocks/people/person.asp?personId=12205040&capId=117842106&previousCapId=307816&previousTitle=TESORO%20CORP,04-10-2013,03-10-2014
Texas Instruments Inc,TXN,Richard K. Templeton,http://investing.businessweek.com/research/stocks/people/person.asp?personId=189807&capId=140283&previousCapId=140283&previousTitle=TEXAS%20INSTRUMENTS%20INC,04-10-2013,03-10-2014
Textron Inc,TXT,Scott C. Donnelly,http://investing.businessweek.com/research/stocks/people/person.asp?personId=177097&capId=35303&previousCapId=35303&previousTitle=TEXTRON%20INC,04-10-2013,03-10-2014
The ADT Corp.,ADT,Naren K. Gursahaney,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1147667&capId=184157327&previousCapId=184157327&previousTitle=ADT%20CORP%2FTHE,04-10-2013,03-10-2014
The Bank of New York Mellon Corp,BK,Gerald L. Hassell,http://investing.businessweek.com/research/stocks/people/person.asp?personId=170472&capId=135506&previousCapId=135506&previousTitle=BANK%20OF%20NEW%20YORK%20MELLON%20CORP,04-10-2013,03-10-2014
The Williams Companies Inc,WMB,Alan S. Armstrong,http://investing.businessweek.com/research/stocks/people/person.asp?personId=5107285&capId=390225&previousCapId=390225&previousTitle=WILLIAMS%20COS%20INC,04-10-2013,03-10-2014
Thermo Fisher Scientific,TMO,Marc N. Casper,http://investing.businessweek.com/research/stocks/people/person.asp?personId=631242&capId=97023&previousCapId=97023&previousTitle=THERMO%20FISHER%20SCIENTIFIC%20INC,04-10-2013,03-10-2014
Tiffany & Co,TIF,Michael J. Kowalski,http://investing.businessweek.com/research/stocks/people/person.asp?personId=163645&capId=35576&previousCapId=35576&previousTitle=TIFFANY%20%26%20CO,04-10-2013,03-10-2014
Time Warner Cable Inc,TWC,Robert D. Marcus,http://investing.businessweek.com/research/stocks/people/person.asp?personId=754928&capId=862598&previousCapId=862598&previousTitle=TIME%20WARNER%20CABLE,04-10-2013,03-10-2014
Time Warner Inc,TWX,Jeffrey L. Bewkes,http://investing.businessweek.com/research/stocks/people/person.asp?personId=867387&capId=24689&previousCapId=24689&previousTitle=TIME%20WARNER%20INC,04-10-2013,03-10-2014
TJX Cos Inc,TJX,Carol M. Meyrowitz,http://investing.businessweek.com/research/stocks/people/person.asp?personId=306718&capId=306688&previousCapId=306688&previousTitle=TJX%20COMPANIES%20INC,04-10-2013,03-10-2014
Torchmark Corp,TMK,Gary L. Coleman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=308920&capId=308916&previousCapId=308916&previousTitle=TORCHMARK%20CORP,04-10-2013,03-10-2014
Total System Services Inc,TSS,Philip W. Tomlinson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=308977&capId=308973&previousCapId=308973&previousTitle=TOTAL%20SYSTEM%20SERVICES%20INC,04-10-2013,03-10-2014
Transocean Ltd,RIG,Steven L. Newman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=21875817&capId=407172&previousCapId=407172&previousTitle=TRANSOCEAN%20LTD,04-10-2013,03-10-2014
Travelers Cos Inc,TRV,Jay S. Fishman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=391745&capId=392856&previousCapId=392856&previousTitle=TRAVELERS%20COS%20INC%2FTHE,04-10-2013,03-10-2014
TripAdvisor Inc.,TRIP,Stephen   Kaufer,http://investing.businessweek.com/research/stocks/people/person.asp?personId=468034&capId=140233&previousCapId=140233&previousTitle=TRIPADVISOR%20INC,04-10-2013,03-10-2014
"Twenty-First Century Fox, Inc",FOXA,Keith Rupert Murdoch,http://investing.businessweek.com/research/stocks/people/person.asp?personId=393701&capId=91031&previousCapId=91031&previousTitle=TWENTY-FIRST%20CENTURY%20FOX-A,04-10-2013,03-10-2014
Tyco Intl,TYC,George R. Oliver,http://investing.businessweek.com/research/stocks/people/person.asp?personId=24746550&capId=107534&previousCapId=107534&previousTitle=TYCO%20INTERNATIONAL%20LTD,04-10-2013,03-10-2014
Tyson Foods Inc A,TSN,Donnie   Smith,http://investing.businessweek.com/research/stocks/people/person.asp?personId=190674&capId=190636&previousCapId=190636&previousTitle=TYSON%20FOODS%20INC-CL%20A,04-10-2013,03-10-2014
Union Pacific Corp,UNP,John J. Koraleski,http://investing.businessweek.com/research/stocks/people/person.asp?personId=310128&capId=310078&previousCapId=310078&previousTitle=UNION%20PACIFIC%20CORP,04-10-2013,03-10-2014
United Parcel Service Inc B,UPS,D. Scott Davis,http://investing.businessweek.com/research/stocks/people/person.asp?personId=556914&capId=238570&previousCapId=238570&previousTitle=UNITED%20PARCEL%20SERVICE-CL%20B,04-10-2013,03-10-2014
United States Steel Corp,X,Mario   Longhi,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22560081&capId=314896&previousCapId=314896&previousTitle=UNITED%20STATES%20STEEL%20CORP,04-10-2013,03-10-2014
United Technologies Corp,UTX,Louis R. Chenevert,http://investing.businessweek.com/research/stocks/people/person.asp?personId=191172&capId=159230&previousCapId=159230&previousTitle=UNITED%20TECHNOLOGIES%20CORP,04-10-2013,03-10-2014
Unitedhealth Group Inc,UNH,Stephen J. Hemsley,http://investing.businessweek.com/research/stocks/people/person.asp?personId=200985&capId=104673&previousCapId=104673&previousTitle=UNITEDHEALTH%20GROUP%20INC,04-10-2013,03-10-2014
Unum Group,UNM,Thomas R. Watjen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=233574&capId=166762&previousCapId=166762&previousTitle=UNUM%20GROUP,04-10-2013,03-10-2014
Urban Outfitters,URBN,Richard A. Hayne,http://investing.businessweek.com/research/stocks/people/person.asp?personId=330708&capId=330706&previousCapId=330706&previousTitle=URBAN%20OUTFITTERS%20INC,04-10-2013,03-10-2014
US Bancorp,USB,Richard K. Davis,http://investing.businessweek.com/research/stocks/people/person.asp?personId=768606&capId=305304&previousCapId=305304&previousTitle=US%20BANCORP,04-10-2013,03-10-2014
Valero Energy Corp,VLO,William R. Klesse,http://investing.businessweek.com/research/stocks/people/person.asp?personId=371573&capId=311679&previousCapId=311679&previousTitle=VALERO%20ENERGY%20CORP,04-10-2013,03-10-2014
Varian Medical Systems Inc,VAR,Dow R. Wilson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8015273&capId=311907&previousCapId=311907&previousTitle=VARIAN%20MEDICAL%20SYSTEMS%20INC,04-10-2013,03-10-2014
Ventas Inc,VTR,Debra A. Cafaro J.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=398553&capId=398549&previousCapId=398549&previousTitle=VENTAS%20INC,04-10-2013,03-10-2014
VeriSign Inc,VRSN,D. James Bidzos,http://investing.businessweek.com/research/stocks/people/person.asp?personId=204771&capId=36216&previousCapId=36216&previousTitle=VERISIGN%20INC,04-10-2013,03-10-2014
Verizon Communications Inc,VZ,Lowell C. McAdam,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1132479&capId=415798&previousCapId=415798&previousTitle=VERIZON%20COMMUNICATIONS%20INC,04-10-2013,03-10-2014
Vertex Pharmaceuticals Inc,VRTX,"Jeffrey M. Leiden M.D., Ph.D.",http://investing.businessweek.com/research/stocks/people/person.asp?personId=247509&capId=36235&previousCapId=36235&previousTitle=VERTEX%20PHARMACEUTICALS%20INC,04-10-2013,03-10-2014
VF Corp,VFC,Eric C. Wiseman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1102851&capId=191328&previousCapId=191328&previousTitle=VF%20CORP,04-10-2013,03-10-2014
Viacom Inc B,VIAB,Philippe P. Dauman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=312188&capId=25403751&previousCapId=25403751&previousTitle=VIACOM%20INC-CLASS%20B,04-10-2013,03-10-2014
Visa Inc,V,Charles W. Scharf,http://investing.businessweek.com/research/stocks/people/person.asp?personId=170452&capId=38043467&previousCapId=38043467&previousTitle=VISA%20INC-CLASS%20A%20SHARES,04-10-2013,03-10-2014
Vornado Realty Trust,VNO,Steven   Roth,http://investing.businessweek.com/research/stocks/people/person.asp?personId=406079&capId=248975&previousCapId=312648&previousTitle=VORNADO%20REALTY%20TRUST,04-10-2013,03-10-2014
Vulcan Materials Co,VMC,Donald M. James,http://investing.businessweek.com/research/stocks/people/person.asp?personId=312771&capId=312769&previousCapId=312769&previousTitle=VULCAN%20MATERIALS%20CO,04-10-2013,03-10-2014
Wal-Mart Stores,WMT,C. Douglas McMillon,http://investing.businessweek.com/research/stocks/people/person.asp?personId=21958514&capId=313055&previousCapId=313055&previousTitle=WAL-MART%20STORES%20INC,04-10-2013,03-10-2014
Walgreen Co,WAG,Gregory D. Wasson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4048591&capId=93624&previousCapId=93624&previousTitle=WALGREEN%20CO,04-10-2013,03-10-2014
Walt Disney Co,DIS,Robert A. Iger,http://investing.businessweek.com/research/stocks/people/person.asp?personId=191572&capId=191564&previousCapId=191564&previousTitle=WALT%20DISNEY%20CO%2FTHE,04-10-2013,03-10-2014
Waste Management Inc,WM,David P. Steiner,http://investing.businessweek.com/research/stocks/people/person.asp?personId=653119&capId=190694&previousCapId=190694&previousTitle=WASTE%20MANAGEMENT%20INC,04-10-2013,03-10-2014
Waters Corp,WAT,Douglas A. Berthiaume,http://investing.businessweek.com/research/stocks/people/person.asp?personId=165408&capId=36475&previousCapId=36475&previousTitle=WATERS%20CORP,04-10-2013,03-10-2014
WellPoint Inc,WLP,Joseph R. Swedish,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2158903&capId=160077&previousCapId=160077&previousTitle=WELLPOINT%20INC,04-10-2013,03-10-2014
Wells Fargo & Co,WFC,John G. Stumpf,http://investing.businessweek.com/research/stocks/people/person.asp?personId=292951&capId=292891&previousCapId=292891&previousTitle=WELLS%20FARGO%20%26%20CO,04-10-2013,03-10-2014
Western Digital Corp,WDC,Stephen D. Milligan,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4048629&capId=314057&previousCapId=314057&previousTitle=WESTERN%20DIGITAL%20CORP,04-10-2013,03-10-2014
Western Union Co,WU,Hikmet   Ersek,http://investing.businessweek.com/research/stocks/people/person.asp?personId=23350647&capId=909408&previousCapId=909408&previousTitle=WESTERN%20UNION%20CO,04-10-2013,03-10-2014
Weyerhaeuser Co,WY,Doyle R. Simons,http://investing.businessweek.com/research/stocks/people/person.asp?personId=601373&capId=107633&previousCapId=107633&previousTitle=WEYERHAEUSER%20CO,04-10-2013,03-10-2014
Whirlpool Corp,WHR,Jeff M. Fettig,http://investing.businessweek.com/research/stocks/people/person.asp?personId=314535&capId=314515&previousCapId=314515&previousTitle=WHIRLPOOL%20CORP,04-10-2013,03-10-2014
Whole Foods Market Inc,WFM,John P. Mackey,http://investing.businessweek.com/research/stocks/people/person.asp?personId=196899&capId=36602&previousCapId=36602&previousTitle=WHOLE%20FOODS%20MARKET%20INC,04-10-2013,03-10-2014
Windstream Holdings Inc,WIN,Jeffery R. Gardner,http://investing.businessweek.com/research/stocks/people/person.asp?personId=249444&capId=25090458&previousCapId=25090458&previousTitle=WINDSTREAM%20HOLDINGS%20INC,04-10-2013,03-10-2014
Wisconsin Energy Corp,WEC,Gale E. Klappa,http://investing.businessweek.com/research/stocks/people/person.asp?personId=752795&capId=315117&previousCapId=315117&previousTitle=WISCONSIN%20ENERGY%20CORP,04-10-2013,03-10-2014
WPX Energy Inc.,WPX,James J. Bender,http://investing.businessweek.com/research/stocks/people/person.asp?personId=413877&capId=131112810&previousCapId=131112810&previousTitle=WPX%20ENERGY%20INC,04-10-2013,03-10-2014
Wyndham Worldwide Corp,WYN,Stephen P. Holmes,http://investing.businessweek.com/research/stocks/people/person.asp?personId=135422&capId=31063165&previousCapId=31063165&previousTitle=WYNDHAM%20WORLDWIDE%20CORP,04-10-2013,03-10-2014
Wynn Resorts Ltd,WYNN,Stephen A. Wynn,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1094442&capId=3449701&previousCapId=3449701&previousTitle=WYNN%20RESORTS%20LTD,04-10-2013,03-10-2014
Xcel Energy Inc,XEL,Benjamin G. S. Fowke III,http://investing.businessweek.com/research/stocks/people/person.asp?personId=3698763&capId=527542&previousCapId=527542&previousTitle=XCEL%20ENERGY%20INC,04-10-2013,03-10-2014
Xerox Corp,XRX,Ursula M. Burns,http://investing.businessweek.com/research/stocks/people/person.asp?personId=593846&capId=103599&previousCapId=103599&previousTitle=XEROX%20CORP,04-10-2013,03-10-2014
Xilinx Inc,XLNX,Moshe N. Gavrielov,http://investing.businessweek.com/research/stocks/people/person.asp?personId=164556&capId=36762&previousCapId=36762&previousTitle=XILINX%20INC,04-10-2013,03-10-2014
XL Group Plc,XL,Michael S. McGavick,http://investing.businessweek.com/research/stocks/people/person.asp?personId=684090&capId=406440&previousCapId=406440&previousTitle=XL%20GROUP%20PLC,04-10-2013,03-10-2014
Xylem Inc,XYL,Steven R. Loranger,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1087949&capId=118218449&previousCapId=118218449&previousTitle=XYLEM%20INC,04-10-2013,03-10-2014
Yahoo Inc,YHOO,Marissa A. Mayer,http://investing.businessweek.com/research/stocks/people/person.asp?personId=28869146&capId=91800&previousCapId=91800&previousTitle=YAHOO!%20INC,04-10-2013,03-10-2014
Yum! Brands Inc,YUM,David C. Novak,http://investing.businessweek.com/research/stocks/people/person.asp?personId=366001&capId=365997&previousCapId=365997&previousTitle=YUM!%20BRANDS%20INC,04-10-2013,03-10-2014
Zimmer Holdings Inc,ZMH,David C. Dvorak,http://investing.businessweek.com/research/stocks/people/person.asp?personId=195607&capId=264048&previousCapId=264048&previousTitle=ZIMMER%20HOLDINGS%20INC,04-10-2013,03-10-2014
Zions Bancorp (UT),ZION,Harris H. Simmons,http://investing.businessweek.com/research/stocks/people/person.asp?personId=315480&capId=315476&previousCapId=315476&previousTitle=ZIONS%20BANCORPORATION,04-10-2013,03-10-2014
Zoetis Inc,ZTS,Juan  Ramón  Alaix,http://investing.businessweek.com/research/stocks/people/person.asp?personId=107366482&capId=215548781&previousCapId=215548781&previousTitle=ZOETIS%20INC,04-10-2013,03-10-2014
